nome_coluna;chave;valor
cboa_ocup_2022;114210;Dirigentes de Entidades Patronais
cboa_ocup_2022;114305;Dirigente e Administrador de Organizacao Religiosa
cboa_ocup_2022;114405;Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos
cboa_ocup_2022;121005;Diretor de Planejamento Estrategico
cboa_ocup_2022;121010;Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico)
cboa_ocup_2022;122105;Diretor de Producao e Operacoes em Empresa Agropecuaria
cboa_ocup_2022;122110;Diretor de Producao e Operacoes em Empresa Aquicola
cboa_ocup_2022;122115;Diretor de Producao e Operacoes em Empresa Florestal
cboa_ocup_2022;122120;Diretor de Producao e Operacoes em Empresa Pesqueira
cboa_ocup_2022;122205;Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades
cboa_ocup_2022;122305;Diretor de Operacoes de Obras Publica e Civil
cboa_ocup_2022;122405;Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista)
cboa_ocup_2022;122505;Diretor de  Producao e Operacoes de Alimentacao
cboa_ocup_2022;122510;Diretor de  Producao e Operacoes de Hotel
cboa_ocup_2022;122515;Diretor de  Producao e Operacoes de Turismo
cboa_ocup_2022;122520;Turismologo
cboa_ocup_2022;122605;Diretor de Operacoes de Correios
cboa_ocup_2022;122610;Diretor de Operacoes de Servicos de Armazenamento
cboa_ocup_2022;122615;Diretor de Operacoes de Servicos de Telecomunicacoes
cboa_ocup_2022;122620;Diretor de Operacoes de Servicos de Transporte
cboa_ocup_2022;122705;Diretor Comercial em Operacoes de Intermediacao Financeira
cboa_ocup_2022;122710;Diretor de Produtos Bancarios
cboa_ocup_2022;122715;Diretor de Credito Rural
cboa_ocup_2022;122720;Diretor de Cambio e Comercio Exterior
cboa_ocup_2022;122725;Diretor de Compliance
cboa_ocup_2022;122730;Diretor de Credito (Exceto Credito Imobiliario)
cboa_ocup_2022;122735;Diretor de Credito Imobiliario
cboa_ocup_2022;122740;Diretor de Leasing
cboa_ocup_2022;122745;Diretor de Mercado de Capitais
cboa_ocup_2022;122750;Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira
cboa_ocup_2022;122755;Diretor de Riscos de Mercado
cboa_ocup_2022;123105;Diretor Administrativo
cboa_ocup_2022;123110;Diretor Administrativo e Financeiro
cboa_ocup_2022;123115;Diretor Financeiro
cboa_ocup_2022;123205;Diretor de Recursos Humanos
cboa_ocup_2022;123210;Diretor de Relacoes de Trabalho
cboa_ocup_2022;123305;Diretor Comercial
cboa_ocup_2022;123310;Diretor de Marketing
cboa_ocup_2022;123405;Diretor de Suprimentos
cboa_ocup_2022;123410;Diretor de Suprimentos no Servico Publico
cboa_ocup_2022;123605;Diretor de Servicos de Informatica
cboa_ocup_2022;123705;Diretor de Pesquisa e Desenvolvimento (P&D)
cboa_ocup_2022;123805;Diretor de Manutencao
cboa_ocup_2022;131105;Diretor de Servicos Culturais
cboa_ocup_2022;131110;Diretor de Servicos Sociais
cboa_ocup_2022;131115;Gerente de Servicos Culturais
cboa_ocup_2022;131120;Gerente de Servicos Sociais
cboa_ocup_2022;131205;Diretor de Servicos de Saude
cboa_ocup_2022;131210;Gerente de Servicos de Saude
cboa_ocup_2022;131215;Tecnólogo em Gestão Hospitalar
cboa_ocup_2022;131220;Gerontólogo
cboa_ocup_2022;131225;Sanitarista
cboa_ocup_2022;131305;Diretor de Instituicao Educacional da Area Privada
cboa_ocup_2022;131310;Diretor de Instituicao Educacional Publica
cboa_ocup_2022;131315;Gerente de Instituicao Educacional da Area Privada
cboa_ocup_2022;131320;Gerente de Servicos Educacionais da Area Publica
cboa_ocup_2022;141105;Gerente de Producao e Operacoes  Aquicolas
cboa_ocup_2022;141110;Gerente de Producao e Operacoes  Florestais
cboa_ocup_2022;141115;Gerente de Producao e Operacoes Agropecuarias
cboa_ocup_2022;141120;Gerente de Producao e Operacoes Pesqueiras
cboa_ocup_2022;141205;Gerente de Producao e Operacoes
cboa_ocup_2022;141305;Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas
cboa_ocup_2022;141405;Comerciante Atacadista
cboa_ocup_2022;141410;Comerciante Varejista
cboa_ocup_2022;141415;Gerente de Loja e Supermercado
cboa_ocup_2022;141420;Gerente de Operacoes de Servicos de Assistencia Tecnica
cboa_ocup_2022;141505;Gerente de Hotel
cboa_ocup_2022;141510;Gerente de Restaurante
cboa_ocup_2022;141515;Gerente de Bar
cboa_ocup_2022;141520;Gerente de Pensao
cboa_ocup_2022;141525;Gerente de Turismo
cboa_ocup_2022;141605;Gerente de Operacoes de Transportes
cboa_ocup_2022;141610;Gerente de Operacoes de Correios e Telecomunicacoes
cboa_ocup_2022;141615;Gerente de Logistica (Armazenagem e Distribuicao)
cboa_ocup_2022;141705;Gerente de Produtos Bancarios
cboa_ocup_2022;141710;Gerente de Agencia
cboa_ocup_2022;141715;Gerente de Cambio e Comercio Exterior
cboa_ocup_2022;141720;Gerente de Credito e Cobranca
cboa_ocup_2022;141725;Gerente de Credito Imobiliario
cboa_ocup_2022;141730;Gerente de Credito Rural
cboa_ocup_2022;141735;Gerente de Recuperacao de Credito
cboa_ocup_2022;142105;Gerente Administrativo
cboa_ocup_2022;142110;Gerente de Riscos
cboa_ocup_2022;142115;Gerente Financeiro
cboa_ocup_2022;142120;Tecnólogo em Gestão Administrativo- Financeira
cboa_ocup_2022;142205;Gerente de Recursos Humanos
cboa_ocup_2022;142210;Gerente de Departamento Pessoal
cboa_ocup_2022;142305;Gerente Comercial
cboa_ocup_2022;142310;Gerente de Comunicacao
cboa_ocup_2022;142315;Gerente de Marketing
cboa_ocup_2022;142320;Gerente de Vendas
cboa_ocup_2022;142325;Relacoes Publicas (A)
cboa_ocup_2022;142330;Analista de Negocios (A)
cboa_ocup_2022;142335;Analista de Pesquisa de Mercado (A)
cboa_ocup_2022;142340;Ouvidor
cboa_ocup_2022;142345;Profissional de Relacoes Institucionais e Governamentais
cboa_ocup_2022;142405;Gerente de Compras
cboa_ocup_2022;142410;Gerente de Suprimentos
cboa_ocup_2022;142415;Gerente de Almoxarifado
cboa_ocup_2022;142505;Gerente de Rede
cboa_ocup_2022;142510;Gerente de Desenvolvimento de Sistemas
cboa_ocup_2022;142515;Gerente de Producao de Tecnologia da Informacao
cboa_ocup_2022;142520;Gerente de Projetos de Tecnologia da Informacao
cboa_ocup_2022;142525;Gerente de Seguranca de Tecnologia da Informacao
cboa_ocup_2022;142530;Gerente de Suporte Tecnico de Tecnologia da Informacao
cboa_ocup_2022;142535;Tecnólogo em Gestão da Tecnologia da Informação
cboa_ocup_2022;142605;Gerente de Pesquisa e Desenvolvimento (P&D)
cboa_ocup_2022;142610;Especialista em Desenvolvimento de Cigarros
cboa_ocup_2022;142705;Gerente de Projetos e Servicos de Manutencao
cboa_ocup_2022;142710;Tecnólogo em Sistemas Biomédicos
cboa_ocup_2022;201105;Bioengenheiro
cboa_ocup_2022;201110;Biotecnologista
cboa_ocup_2022;201115;Geneticista
cboa_ocup_2022;201205;Pesquisador em Metrologia
cboa_ocup_2022;201210;Especialista em Calibracoes Metrologicas
cboa_ocup_2022;201215;Especialista em Ensaios Metrologicos
cboa_ocup_2022;201220;Especialista em Instrumentacao Metrologica
cboa_ocup_2022;201225;Especialista em Materiais de Referencia Metrologica
cboa_ocup_2022;202105;Engenheiro Mecatronico
cboa_ocup_2022;202110;Engenheiro de Controle e Automacao (A)
cboa_ocup_2022;202115;Tecnologo em Mecatronica
cboa_ocup_2022;202120;Tecnologo em Automacao Industrial
cboa_ocup_2022;203005;Pesquisador em Biologia Ambiental
cboa_ocup_2022;203010;Pesquisador em Biologia Animal
cboa_ocup_2022;203015;Pesquisador em Biologia de Microorganismos e Parasitas
cboa_ocup_2022;203020;Pesquisador em Biologia Humana
cboa_ocup_2022;203025;Pesquisador em Biologia Vegetal
cboa_ocup_2022;203105;Pesquisador em Ciencias da Computacao e Informatica
cboa_ocup_2022;203110;Pesquisador em Ciencias da Terra e Meio Ambiente
cboa_ocup_2022;203115;Pesquisador em Fisica
cboa_ocup_2022;203120;Pesquisador em Matematica
cboa_ocup_2022;203125;Pesquisador em Quimica
cboa_ocup_2022;203205;Pesquisador de Engenharia Civil
cboa_ocup_2022;203210;Pesquisador de Engenharia e Tecnologia (Outras Areas da Engenharia)
cboa_ocup_2022;203215;Pesquisador de Engenharia Eletrica e Eletronica
cboa_ocup_2022;203220;Pesquisador de Engenharia Mecanica
cboa_ocup_2022;203225;Pesquisador de Engenharia Metalurgica, de Minas e de Materiais
cboa_ocup_2022;203230;Pesquisador de Engenharia Quimica
cboa_ocup_2022;203305;Pesquisador de Clinica Medica
cboa_ocup_2022;203310;Pesquisador de Medicina Basica
cboa_ocup_2022;203315;Pesquisador em Medicina Veterinaria
cboa_ocup_2022;203320;Pesquisador em Saude Coletiva
cboa_ocup_2022;203405;Pesquisador em Ciencias Agronomicas
cboa_ocup_2022;203410;Pesquisador em Ciencias da Pesca e Aquicultura
cboa_ocup_2022;203415;Pesquisador em Ciencias da Zootecnia
cboa_ocup_2022;203420;Pesquisador em Ciencias Florestais
cboa_ocup_2022;203505;Pesquisador em Ciencias Sociais e Humanas
cboa_ocup_2022;203510;Pesquisador em Economia
cboa_ocup_2022;203515;Pesquisador em Ciencias da Educacao
cboa_ocup_2022;203520;Pesquisador em Historia
cboa_ocup_2022;203525;Pesquisador em Psicologia
cboa_ocup_2022;204105;Perito Criminal
cboa_ocup_2022;211105;Atuario
cboa_ocup_2022;211110;Especialista em Pesquisa Operacional
cboa_ocup_2022;211115;Matematico
cboa_ocup_2022;211120;Matematico Aplicado
cboa_ocup_2022;211205;Estatistico
cboa_ocup_2022;211210;Estatistico (Estatistica Aplicada)
cboa_ocup_2022;211215;Estatistico Teorico
cboa_ocup_2022;212205;Engenheiro de Aplicativos em Computacao
cboa_ocup_2022;212210;Engenheiro de Equipamentos em Computacao
cboa_ocup_2022;212215;Engenheiros de Sistemas Operacionais em Computacao
cboa_ocup_2022;212305;Administrador de Banco de Dados
cboa_ocup_2022;212310;Administrador de Redes
cboa_ocup_2022;212315;Administrador de Sistemas Operacionais
cboa_ocup_2022;212320;Administrador em Segurança da Informação
cboa_ocup_2022;212405;Analista de Desenvolvimento de Sistemas
cboa_ocup_2022;212410;Analista de Redes e de Comunicacao de Dados
cboa_ocup_2022;212415;Analista de Sistemas de Automacao
cboa_ocup_2022;212420;Analista de Suporte Computacional
cboa_ocup_2022;213105;Fisico
cboa_ocup_2022;213110;Fisico (Acustica)
cboa_ocup_2022;213115;Fisico (Atomica e Molecular)
cboa_ocup_2022;213120;Fisico (Cosmologia)
cboa_ocup_2022;213125;Fisico (Estatistica e Matematica)
cboa_ocup_2022;213130;Fisico (Fluidos)
cboa_ocup_2022;213135;Fisico (Instrumentacao)
cboa_ocup_2022;213140;Fisico (Materia Condensada)
cboa_ocup_2022;213145;Fisico (Materiais)
cboa_ocup_2022;213150;Fisico (Medicina)
cboa_ocup_2022;213155;Fisico (Nuclear e Reatores)
cboa_ocup_2022;213160;Fisico (Optica)
cboa_ocup_2022;213165;Fisico (Particulas e Campos)
cboa_ocup_2022;213170;Fisico (Plasma)
cboa_ocup_2022;213175;Fisico (Termica)
cboa_ocup_2022;213205;Quimico
cboa_ocup_2022;213210;Quimico Industrial
cboa_ocup_2022;213215;Tecnólogo em Processos Químicos
cboa_ocup_2022;213305;Astronomo
cboa_ocup_2022;213310;Geofisico Espacial
cboa_ocup_2022;213315;Meteorologista
cboa_ocup_2022;213405;Geologo
cboa_ocup_2022;213410;Geologo de Engenharia
cboa_ocup_2022;213415;Geofisico
cboa_ocup_2022;213420;Geoquimico
cboa_ocup_2022;213425;Hidrogeologo
cboa_ocup_2022;213430;Paleontologo
cboa_ocup_2022;213435;Petrografo
cboa_ocup_2022;213440;Oceanógrafo
cboa_ocup_2022;214005;Engenheiro Ambiental
cboa_ocup_2022;214010;Tecnólogo em Meio Ambiente
cboa_ocup_2022;214105;Arquiteto de Edificacoes
cboa_ocup_2022;214110;Arquiteto de Interiores
cboa_ocup_2022;214115;Arquiteto de Patrimonio
cboa_ocup_2022;214120;Arquiteto Paisagista
cboa_ocup_2022;214125;Arquiteto Urbanista
cboa_ocup_2022;214130;Urbanista
cboa_ocup_2022;214205;Engenheiro Civil
cboa_ocup_2022;214210;Engenheiro Civil (Aeroportos)
cboa_ocup_2022;214215;Engenheiro Civil (Edificacoes)
cboa_ocup_2022;214220;Engenheiro Civil (Estruturas Metalicas)
cboa_ocup_2022;214225;Engenheiro Civil (Ferrovias e Metrovias)
cboa_ocup_2022;214230;Engenheiro Civil (Geotecnia)
cboa_ocup_2022;214235;Engenheiro Civil (Hidrologia)
cboa_ocup_2022;214240;Engenheiro Civil (Hidraulica)
cboa_ocup_2022;214245;Engenheiro Civil (Pontes e Viadutos)
cboa_ocup_2022;214250;Engenheiro Civil (Portos e Vias Navegaveis)
cboa_ocup_2022;214255;Engenheiro Civil (Rodovias)
cboa_ocup_2022;214260;Engenheiro Civil (Saneamento)
cboa_ocup_2022;214265;Engenheiro Civil (Tuneis)
cboa_ocup_2022;214270;Engenheiro Civil (Transportes e Transito)
cboa_ocup_2022;214275;Engenheiro Ambiental (Desativado em 2010)
cboa_ocup_2022;214280;Tecnólogo em Construção Civil
cboa_ocup_2022;214305;Engenheiro Eletricista
cboa_ocup_2022;214310;Engenheiro Eletronico
cboa_ocup_2022;214315;Engenheiro Eletricista de Manutencao
cboa_ocup_2022;214320;Engenheiro Eletricista de Projetos
cboa_ocup_2022;214325;Engenheiro Eletronico de Manutencao
cboa_ocup_2022;214330;Engenheiro Eletronico de Projetos
cboa_ocup_2022;214335;Engenheiro de Manutencao de Telecomunicacoes
cboa_ocup_2022;214340;Engenheiro de Telecomunicacoes
cboa_ocup_2022;214345;Engenheiro Projetista de Telecomunicacoes
cboa_ocup_2022;214350;Engenheiro de Redes de Comunicacao
cboa_ocup_2022;214355;Engenheiro de Controle e Automacao
cboa_ocup_2022;214360;Tecnologo em Eletricidade
cboa_ocup_2022;214365;Tecnologo em Eletronica
cboa_ocup_2022;214370;Tecnólogo em Telecomunicações
cboa_ocup_2022;214405;Engenheiro Mecanico
cboa_ocup_2022;214410;Engenheiro Mecanico Automotivo
cboa_ocup_2022;214415;Engenheiro Mecanico (Energia Nuclear)
cboa_ocup_2022;214420;Engenheiro Mecanico Industrial
cboa_ocup_2022;214425;Engenheiro Aeronautico
cboa_ocup_2022;214430;Engenheiro Naval
cboa_ocup_2022;214435;Tecnólogo em Fabricação Mecânica
cboa_ocup_2022;214505;Engenheiro Quimico
cboa_ocup_2022;214510;Engenheiro Quimico (Industria Quimica)
cboa_ocup_2022;214515;Engenheiro Quimico (Mineracao, Metalurgia, Siderurgia, Cimenteira e Ceramica)
cboa_ocup_2022;214520;Engenheiro Quimico (Papel e Celulose)
cboa_ocup_2022;214525;Engenheiro Quimico (Petroleo e Borracha)
cboa_ocup_2022;214530;Engenheiro Quimico (Utilidades e Meio Ambiente)
cboa_ocup_2022;214535;Tecnólogo em Produção Sulcroalcooleira
cboa_ocup_2022;214605;Engenheiro de Materiais
cboa_ocup_2022;214610;Engenheiro Metalurgista
cboa_ocup_2022;214615;Tecnólogo em Metalurgia
cboa_ocup_2022;214705;Engenheiro de Minas
cboa_ocup_2022;214710;Engenheiro de Minas (Beneficiamento)
cboa_ocup_2022;214715;Engenheiro de Minas (Lavra a Ceu Aberto)
cboa_ocup_2022;214720;Engenheiro de Minas (Lavra Subterranea)
cboa_ocup_2022;214725;Engenheiro de Minas (Pesquisa Mineral)
cboa_ocup_2022;214730;Engenheiro de Minas (Planejamento)
cboa_ocup_2022;214735;Engenheiro de Minas (Processo)
cboa_ocup_2022;214740;Engenheiro de Minas (Projeto)
cboa_ocup_2022;214745;Tecnólogo em Petróleo e Gás
cboa_ocup_2022;214750;Tecnólogo em Rochas Ornamentais
cboa_ocup_2022;214805;Engenheiro Agrimensor
cboa_ocup_2022;214810;Engenheiro Cartografo
cboa_ocup_2022;214905;Engenheiro de Producao
cboa_ocup_2022;214910;Engenheiro de Controle de Qualidade
cboa_ocup_2022;214915;Engenheiro de Seguranca do Trabalho
cboa_ocup_2022;214920;Engenheiro de Riscos
cboa_ocup_2022;214925;Engenheiro de Tempos e Movimentos
cboa_ocup_2022;214930;Tecnólogo em Produção Industrial
cboa_ocup_2022;214935;Tecnólogo em Segurança do Trabalho
cboa_ocup_2022;214940;Higienista Ocupacional
cboa_ocup_2022;214945;Engenheiro de Logistica
cboa_ocup_2022;215105;Agente de Manobra e Docagem
cboa_ocup_2022;215110;Capitao de Manobra da Marinha Mercante
cboa_ocup_2022;215115;Comandante da Marinha Mercante
cboa_ocup_2022;215120;Coordenador de Operacoes de Combate À Poluicao no Meio Aquaviario
cboa_ocup_2022;215125;Imediato da Marinha Mercante
cboa_ocup_2022;215130;Inspetor de Terminal
cboa_ocup_2022;215135;Inspetor Naval
cboa_ocup_2022;215140;Oficial de Quarto de Navegacao da Marinha Mercante
cboa_ocup_2022;215145;Pratico de Portos da Marinha Mercante
cboa_ocup_2022;215150;Vistoriador Naval
cboa_ocup_2022;215205;Oficial Superior de Maquinas da Marinha Mercante
cboa_ocup_2022;215210;Primeiro Oficial de Maquinas da Marinha Mercante
cboa_ocup_2022;215215;Segundo Oficial de Maquinas da Marinha Mercante
cboa_ocup_2022;215220;Superintendente Tecnico no Transporte Aquaviario
cboa_ocup_2022;215305;Piloto de Aeronaves
cboa_ocup_2022;215310;Piloto de Ensaios em Voo
cboa_ocup_2022;215315;Instrutor de Voo
cboa_ocup_2022;221105;Biologo
cboa_ocup_2022;221205;Biomédico
cboa_ocup_2022;222105;Engenheiro Agricola
cboa_ocup_2022;222110;Engenheiro Agronomo
cboa_ocup_2022;222115;Engenheiro de Pesca
cboa_ocup_2022;222120;Engenheiro Florestal
cboa_ocup_2022;222205;Engenheiro de Alimentos
cboa_ocup_2022;222215;Tecnólogo em Alimentos
cboa_ocup_2022;223101;Medico Acupunturista (Desativado em 04/2011)
cboa_ocup_2022;223102;Medico Alergista e Imunologista (Desativado em 04/2011)
cboa_ocup_2022;223103;Medico Anatomopatologista (Desativado em 04/2011)
cboa_ocup_2022;223104;Medico Anestesiologista (Desativado em 04/2011)
cboa_ocup_2022;223105;Medico Angiologista (Desativado em 04/2011)
cboa_ocup_2022;223106;Medico Cardiologista (Desativado em 04/2011)
cboa_ocup_2022;223107;Medico Cirurgiao Cardiovascular (Desativado em 04/2011)
cboa_ocup_2022;223108;Medico Cirurgiao de Cabeca e Pescoco (Desativado em 04/2011)
cboa_ocup_2022;223109;Medico Cirurgiao do Aparelho Digestivo (Desativado em 04/2011)
cboa_ocup_2022;223110;Medico Cirurgiao Geral (Desativado em 04/2011)
cboa_ocup_2022;223111;Medico Cirurgiao Pediatrico (Desativado em 04/2011)
cboa_ocup_2022;223112;Medico Cirurgiao Plastico (Desativado em 04/2011)
cboa_ocup_2022;223113;Medico Cirurgiao Toracico (Desativado em 04/2011)
cboa_ocup_2022;223114;Medico Citopatologista (Desativado em 04/2011)
cboa_ocup_2022;223115;Medico Clinico (Desativado em 04/2011)
cboa_ocup_2022;223116;Medico de Familia e Comunidade (Desativado em 04/2011)
cboa_ocup_2022;223117;Medico Dermatologista (Desativado em 04/2011)
cboa_ocup_2022;223118;Medico do Trabalho (Desativado em 04/2011)
cboa_ocup_2022;223119;Medico em Eletroencefalografia (Desativado em 04/2011)
cboa_ocup_2022;223120;Medico em Endoscopia (Desativado em 04/2011)
cboa_ocup_2022;223121;Medico em Medicina de Trafego (Desativado em 04/2011)
cboa_ocup_2022;223122;Medico em Medicina Intensiva (Desativado em 04/2011)
cboa_ocup_2022;223123;Medico em Medicina Nuclear (Desativado em 04/2011)
cboa_ocup_2022;223124;Medico em Radiologia e Diagnostico por Imagem (Desativado em 04/2011)
cboa_ocup_2022;223125;Medico Endocrinologista e Metabologista (Desativado em 04/2011)
